username,#assignment,#problem,%assignment>0.8,score,syntax,ac,WRONG,TLE,RTE,Final_count,total_submissions,rate_pre_score,unique_days,unique_weeks,Compilation_Error,avg_submissions_per_day,avg_submissions_per_week,assignment_diversity,problem_diversity,mean_submissions_per_problem
6cecf8c09c3c7ca888a6e3fc2ede03a820c9c82b,4,65,100,98.61538462,17.31,40.38,35.9,2.56,3.85,65,156,42.94871795,17,10,17.30769231,9.176470588,15.6,0.025641026,0.416666667,2.4
62cba18268cc16143359b59ebc94adf65af340a4,8,82,62.5,92.15329268,20.65,24.52,50.65,6.13,0.97,84,310,25.80645161,33,13,20.64516129,9.393939394,23.84615385,0.025806452,0.264516129,3.69047619
89b7eb7ce1dccd4f6a7eb59017ac455cf1e57766,7,52,71.43,91.17365385,19.28,28.92,46.99,0.6,6.02,52,166,29.51807229,18,9,19.27710843,9.222222222,18.44444444,0.042168675,0.313253012,3.192307692
c308727c618e21c478dba676bcea9d040d179f99,4,64,100,100,19.42,46.76,23.02,8.63,2.16,64,139,46.76258993,13,9,19.42446043,10.69230769,15.44444444,0.028776978,0.460431655,2.171875
647dd6aaab297d6a9328c244eec940904d58293b,4,46,50,95.86956522,21.89,20.9,46.77,6.47,9.45,46,201,22.88557214,14,8,21.89054726,14.35714286,25.125,0.019900498,0.228855721,4.369565217
eb46bad8df84ccc42fb7bc9cc3a218247777367e,11,83,45.45,94.93975904,28.93,33.47,35.95,0,1.65,83,242,34.29752066,24,11,28.92561983,10.08333333,22,0.045454545,0.342975207,2.915662651
141e7bebd6db0745569c97910301a67c9962826e,10,76,40,97.87447368,21,28,44.67,8.33,2.33,83,300,30,31,10,21,9.677419355,30,0.033333333,0.253333333,3.614457831
7d9accfb703fb86e2d5f39929309e7f273b46c79,2,7,50,85.71428571,0,72.73,27.27,0,0,6,11,72.72727273,2,2,0,5.5,5.5,0.181818182,0.636363636,1.571428571
c787e77b224890e7fdcc8e2ca0c0577657d98581,7,88,71.43,90.22727273,28.19,42.55,28.19,1.06,0,88,188,43.61702128,18,13,28.19148936,10.44444444,14.46153846,0.037234043,0.468085106,2.136363636
0799ab89dacde8042474f7bfe75a739fd151b73d,7,20,100,100,15.38,53.85,30.77,0,0,20,39,53.84615385,9,4,15.38461538,4.333333333,9.75,0.179487179,0.512820513,1.95
94ec21d59f07c2091e0359a0085fa6c569ed30c4,6,51,100,99.81313725,18.79,36.36,43.64,1.21,0.61,51,165,44.24242424,18,9,18.78787879,9.166666667,18.33333333,0.036363636,0.309090909,3.235294118
739d06c41287f6661d2c1879f42b56d45454e815,3,23,66.67,100,7.14,85.71,7.14,0,0,23,28,85.71428571,2,2,7.142857143,14,14,0.107142857,0.821428571,1.217391304
ec62a3c21a4a116991338ac88863dff35157a1a7,4,16,0,65.38625,19.51,21.95,51.22,4.88,9.76,16,41,21.95121951,6,4,19.51219512,6.833333333,10.25,0.097560976,0.390243902,2.5625
9081ee605de7c5e739569f3f829cba953cb918f4,5,71,100,98.5915493,10.83,60,25.83,1.67,2.5,71,120,65,7,5,10.83333333,17.14285714,24,0.041666667,0.591666667,1.690140845
e2670654203c6b5aa850edf95ea9e293939963fd,6,105,66.67,98.95238095,12.13,43.38,29.04,8.46,9.19,118,272,43.75,19,9,12.13235294,14.31578947,30.22222222,0.022058824,0.386029412,2.305084746
a75958bf7ddea02d2c0d5a300c83abfe240f3552,17,105,70.59,98.21428571,14.96,32.77,45.64,4.92,4.36,105,528,33.14393939,54,18,14.96212121,9.777777778,29.33333333,0.03219697,0.198863636,5.028571429
19bb25163e0a13d6d2b1606c92e1366ad7fd8341,5,72,60,98.33333333,32,33.33,32,5.78,0.44,72,225,33.33333333,23,11,32,9.782608696,20.45454545,0.022222222,0.32,3.125
1cfda392887d01754199fa5f5cecf6ea3c9b0fec,10,58,60,97.21482759,18.64,36.72,36.72,7.91,0.56,67,177,37.28813559,17,11,18.6440678,10.41176471,16.09090909,0.056497175,0.327683616,2.641791045
c484db51bb8e5e6218578a71ca541b135c2aa1ff,11,97,54.55,97.89690722,14.33,29.88,52.44,1.52,3.96,97,328,31.70731707,25,11,14.32926829,13.12,29.81818182,0.033536585,0.295731707,3.381443299
bda97a680a69285ab84aefb75abb53676e7f6b55,4,12,0,79.16666667,25.93,33.33,37.04,3.7,0,12,27,33.33333333,5,4,25.92592593,5.4,6.75,0.148148148,0.444444444,2.25
f2efe01b5b7d2613529468857009a02a3cc820b6,11,51,27.27,85.90078431,25,33.62,36.21,2.59,5.17,50,116,34.48275862,13,8,25,8.923076923,14.5,0.094827586,0.439655172,2.274509804
7f5f84b208b2889ece946b277eaca95d838072bd,11,109,72.73,97.67917431,18.05,43.23,33.46,4.89,3.38,109,266,47.36842105,35,11,18.04511278,7.6,24.18181818,0.041353383,0.409774436,2.440366972
ac7569c6eb788ec3ca408850d164b68f73bb148b,5,68,60,94.01955882,22.87,34.57,35.64,4.79,3.19,68,188,37.23404255,18,9,22.87234043,10.44444444,20.88888889,0.026595745,0.361702128,2.764705882
911315669fafba0a06cdbf08da7cff7e81f49759,1,5,0,52.31,5.56,11.11,83.33,11.11,0,5,18,11.11111111,1,1,5.555555556,18,18,0.055555556,0.277777778,3.6
34ffbe3d2820a74472b93e9dcabc0e17f75e779c,5,19,20,90.08263158,35.42,33.33,29.17,2.08,0,19,48,33.33333333,6,6,35.41666667,8,8,0.104166667,0.395833333,2.526315789
ac6104bfab84b79b7ff1f01c576e2b7442988f38,9,48,11.11,83.093125,13.46,38.46,40.38,7.69,4.81,48,104,39.42307692,29,11,13.46153846,3.586206897,9.454545455,0.086538462,0.461538462,2.166666667
80fc80505e08153a938e34945ea74064467c5e12,5,34,60,91.76470588,18.48,32.61,48.91,0,0,34,92,33.69565217,5,2,18.47826087,18.4,46,0.054347826,0.369565217,2.705882353
1c38445c67beb9a58777c87a9c059cea1ccf2223,3,15,33.33,84.33866667,15.38,46.15,26.92,26.92,3.85,15,26,46.15384615,3,3,15.38461538,8.666666667,8.666666667,0.115384615,0.576923077,1.733333333
89cd14d1bb26c559102e9080a85ffa977cde7fda,4,53,50,100,14.81,66.67,18.52,0,0,53,81,66.66666667,8,7,14.81481481,10.125,11.57142857,0.049382716,0.654320988,1.528301887
e90cd427d5e229999107e56e3f06953f3108635a,6,48,66.67,96.63458333,14.02,43.93,33.64,4.67,3.74,48,107,43.92523364,15,10,14.01869159,7.133333333,10.7,0.056074766,0.448598131,2.229166667
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,6,102,83.33,97.95254902,8.54,47.97,35.77,6.1,4.47,105,246,48.7804878,39,13,8.536585366,6.307692308,18.92307692,0.024390244,0.414634146,2.342857143
baccf806cbacabe5f3a91ecd093cf36b4db436a6,11,73,45.45,81.50671233,25.51,28.57,41.84,0,5.1,73,196,28.57142857,27,14,25.51020408,7.259259259,14,0.056122449,0.37244898,2.684931507
605308a2fcb585adb29bd7cc4dc153faa8ab9702,4,55,50,99.63636364,17.73,40.43,38.3,3.55,0,55,141,40.42553191,12,7,17.73049645,11.75,20.14285714,0.028368794,0.390070922,2.563636364
7adf5597380b3d9048a47387095d5342a24c07da,7,57,0,50.3654386,30.09,19.47,46.02,1.77,3.54,56,113,20.3539823,21,14,30.08849558,5.380952381,8.071428571,0.061946903,0.504424779,1.98245614
c6b1b85455fc8ae7de258ff95875644d77f55254,7,62,71.43,94.59322581,10.08,50.42,32.77,4.2,7.56,62,119,50.42016807,12,7,10.08403361,9.916666667,17,0.058823529,0.521008403,1.919354839
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,14,101,71.43,97.25475248,15.55,42.86,36.97,4.2,4.2,101,238,44.11764706,25,10,15.54621849,9.52,23.8,0.058823529,0.424369748,2.356435644
5066b74051c3f9ac880db30439338aaa8fb1c7fc,8,48,37.5,90.3775,19.15,36.17,39.72,7.8,1.42,54,141,39.0070922,18,10,19.14893617,7.833333333,14.1,0.056737589,0.340425532,2.611111111
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,9,67,55.56,93.73462687,10.62,53.1,34.51,1.77,2.65,67,113,53.09734513,16,8,10.61946903,7.0625,14.125,0.079646018,0.592920354,1.686567164
4ae698929993e35feef8c07911edb16212f5cf4d,4,53,25,94.52830189,31.5,38.58,29.92,0.79,0.79,53,127,39.37007874,11,7,31.49606299,11.54545455,18.14285714,0.031496063,0.417322835,2.396226415
cfe97f961ec4d2fc578ef0aaf87f52c54a9aa181,10,84,70,94.60845238,25.96,38.46,33.17,1.44,2.4,84,208,38.46153846,17,11,25.96153846,12.23529412,18.90909091,0.048076923,0.403846154,2.476190476
25501bb976f5234f69a8cb767dc5b4ab87a9021e,10,54,30,91.5637037,27.84,18.68,52.38,1.83,1.83,54,273,22.34432234,27,12,27.83882784,10.11111111,22.75,0.036630037,0.197802198,5.055555556
11f93249faeb096567269266fbebfc3b0f6b5dc1,10,74,50,90.81081081,18.4,41.1,39.88,0.61,1.23,74,163,43.55828221,22,11,18.40490798,7.409090909,14.81818182,0.061349693,0.45398773,2.202702703
710b29019a8c45dfca3eec6a5a92b7d3bfc06cb9,10,50,40,95.9422,21.92,33.56,42.47,7.53,0.68,51,146,34.24657534,12,7,21.91780822,12.16666667,20.85714286,0.068493151,0.342465753,2.862745098
c4dc23da121e0654017198804449e35b2e9c2027,1,6,0,50,60.38,5.66,30.19,0,3.77,6,53,5.660377358,3,1,60.37735849,17.66666667,53,0.018867925,0.113207547,8.833333333
ea79d40b446a3660b4d0b01e53fc4a14bc18f60e,1,2,0,25.195,40,0,46.67,20,40,2,15,0,1,1,40,15,15,0.066666667,0.133333333,7.5
2ebc44186d8093752e9c9ad97b67114006718300,6,104,66.67,99.03846154,19.56,34.07,41.96,4.1,2.84,108,317,35.33123028,18,10,19.55835962,17.61111111,31.7,0.018927445,0.32807571,2.908256881
b51b95c923fbe5e4f47342faa554cacb44477016,3,13,33.33,89.74307692,16.13,38.71,45.16,0,0,13,31,38.70967742,2,2,16.12903226,15.5,15.5,0.096774194,0.419354839,2.384615385
b0f303b4bc78b12a467c465db3b050425eadbf64,14,84,50,90.92833333,29.28,24.61,43.3,4.36,5.61,85,321,27.41433022,30,12,29.2834891,10.7,26.75,0.043613707,0.261682243,3.776470588
7121c17a0f6576cafa8c7c029158ad3a81873411,10,71,50,89.10408451,30.14,19.42,47.25,3.48,2.03,71,345,25.2173913,39,11,30.14492754,8.846153846,31.36363636,0.028985507,0.205797101,4.85915493
7341e1b59de6c74569853631605d1dc2d2da2e0a,2,20,100,100,45.54,17.86,36.61,0,0,20,112,17.85714286,3,2,45.53571429,37.33333333,56,0.017857143,0.178571429,5.6
ef02ce9a2a904477907fe9135cdcbf1652180d31,14,64,28.57,90.289375,25.54,17.74,42.2,15.32,7.26,65,372,18.5483871,29,13,25.53763441,12.82758621,28.61538462,0.037634409,0.172043011,5.723076923
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,6,74,16.67,82.80986486,18.87,40.25,36.48,4.4,1.89,78,159,40.25157233,15,10,18.86792453,10.6,15.9,0.037735849,0.465408805,2.012658228
cd2cc30c2a3c6b967fc897beaeae9d3482163a21,8,47,62.5,98.87744681,7.52,33.08,50.38,6.77,7.52,48,133,42.10526316,12,7,7.518796992,11.08333333,19,0.060150376,0.353383459,2.770833333
6978f24f45757e6d0c3a352bf35d073d14b46c6a,6,49,50,94.48979592,14.86,36.57,48.57,2.86,3.43,60,175,37.71428571,12,6,14.85714286,14.58333333,29.16666667,0.034285714,0.28,2.916666667
05b7c7d664702d3677ddbf5a03e976e24b16544c,4,64,100,95.3125,35.93,37.72,23.35,0,3.59,64,167,40.71856287,12,9,35.92814371,13.91666667,18.55555556,0.023952096,0.383233533,2.609375
52011a00e43fa9e527dd0b121ddd133547981b24,5,98,100,100,12.32,73.91,12.32,0,1.45,101,138,74.63768116,13,5,12.31884058,10.61538462,27.6,0.036231884,0.710144928,1.366336634
e460fd665c3f541f48ac4503abf2e90b9bbb3b94,14,87,64.29,94.71264368,13.07,40.2,38.19,4.52,6.03,87,199,43.71859296,32,11,13.06532663,6.21875,18.09090909,0.070351759,0.43718593,2.287356322
f77371745c51f549f9a641110e52f255aaed0f10,5,60,80,99.83333333,21.47,31.94,40.84,7.33,2.62,60,191,34.55497382,13,4,21.46596859,14.69230769,47.75,0.02617801,0.314136126,3.183333333
7dc6bcdd4ba4cc84cdbf70b50cb26a72cec3db1e,16,89,43.75,94.23067416,14.46,24.26,55.15,7.6,3.19,89,408,28.92156863,27,10,14.46078431,15.11111111,40.8,0.039215686,0.218137255,4.533333333
0ac20d28419a43394bc94b257c7aab70e87f1675,7,51,42.86,92.94117647,23.46,26.26,49.72,0,0.56,51,179,26.25698324,16,9,23.46368715,11.1875,19.88888889,0.039106145,0.284916201,3.509803922
9938999e257ea21c657f6c63ff386937544987aa,7,102,71.43,96.62460784,17.06,52.61,27.49,2.84,0.47,113,211,54.02843602,29,14,17.06161137,7.275862069,15.07142857,0.033175355,0.483412322,1.867256637
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,5,59,100,97.96610169,7.59,42.76,47.59,1.38,0.69,59,145,45.51724138,11,6,7.586206897,13.18181818,24.16666667,0.034482759,0.406896552,2.457627119
7b7d0625e7d073af7c6fa7c1df5ca43ab1232aba,1,2,0,63.155,0,33.33,66.67,33.33,0,2,3,33.33333333,1,1,0,3,3,0.333333333,0.666666667,1.5
a05ee87ddc674ddf01518fe125eaeec0820ea53e,9,89,22.22,59.93595506,32.6,18.32,47.25,1.1,3.3,89,273,20.51282051,25,10,32.6007326,10.92,27.3,0.032967033,0.326007326,3.06741573
081cbf0e54173c1b4c90be93a514521bc9c710fb,7,18,85.71,100,0,80,20,0,0,18,25,80,7,4,0,3.571428571,6.25,0.28,0.72,1.388888889
74381df8a16f12280ebd12d45f8fff4fbcbcc4c8,20,124,80,97.28491935,10.72,35.66,40.75,16.89,1.61,125,373,38.06970509,37,15,10.72386059,10.08108108,24.86666667,0.053619303,0.332439678,2.984
6a321021dc357c030017f099c3d1b430bb0d1b65,5,48,20,76.80541667,17.86,30.36,50,1.79,0,48,112,30.35714286,12,9,17.85714286,9.333333333,12.44444444,0.044642857,0.428571429,2.333333333
913eb5b320c3f4b475e8064303960997b0dd7a9f,6,48,100,99.70229167,37.33,25.35,36.41,2.3,0,50,217,29.03225806,17,10,37.32718894,12.76470588,21.7,0.02764977,0.221198157,4.34
e9a8e1a87eb55c0dc1787fcaed22be98d9cc1ed0,6,72,83.33,97.82402778,15.43,39.36,39.36,2.13,4.79,72,188,44.14893617,18,8,15.42553191,10.44444444,23.5,0.031914894,0.382978723,2.611111111
29a9c1bfe53383e21dc534379f5fd64c4efd4305,9,65,55.56,95.31123077,31.32,18.79,44.55,6.03,5.34,71,431,20.64965197,29,11,31.3225058,14.86206897,39.18181818,0.020881671,0.150812065,6.070422535
8b43c7696dc13421431102cb4385363ee33513e0,7,21,100,100,0,58.97,35.9,5.13,0,21,39,58.97435897,9,5,0,4.333333333,7.8,0.179487179,0.538461538,1.857142857
138c5848f009c004f0b8e2379316d5ec18332ff8,4,34,50,85.29411765,41.9,14.29,37.62,0.48,7.62,34,210,14.28571429,9,5,41.9047619,23.33333333,42,0.019047619,0.161904762,6.176470588
1d2f411ed3ef95a96dea54ce6a09c0d0b65b6a7f,6,42,83.33,98.44309524,11.41,32.89,53.69,2.68,4.7,44,149,34.22818792,17,8,11.40939597,8.764705882,18.625,0.040268456,0.281879195,3.386363636
33ead7fc0a3cd59c67bb412d705c5f5b9cedccfe,6,118,66.67,90.16474576,26.56,21.37,47.51,4.77,1.87,124,482,23.23651452,24,8,26.5560166,20.08333333,60.25,0.012448133,0.244813278,3.887096774
3cde31c0a8378da5d6c2767652ec108deb9135a6,12,116,83.33,95.70318966,18.81,30.15,44.33,4.9,4.38,117,388,31.70103093,29,12,18.81443299,13.37931034,32.33333333,0.030927835,0.298969072,3.316239316
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,5,43,60,100,28.16,41.75,30.1,0,0,43,103,41.74757282,11,5,28.15533981,9.363636364,20.6,0.048543689,0.417475728,2.395348837
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,9,74,88.89,99.90540541,15.93,34.07,42.04,7.96,10.18,75,226,37.16814159,23,13,15.92920354,9.826086957,17.38461538,0.039823009,0.327433628,3.013333333
920523a6f06947927c3d1b9c2c902fae6eb740a1,6,124,83.33,93.98524194,17.45,29.69,40.36,5.73,11.46,126,384,29.94791667,20,9,17.44791667,19.2,42.66666667,0.015625,0.322916667,3.047619048
9d549d02a71100ae95cf02deb371138097549edc,10,81,70,93.98580247,12.17,39.68,45.5,1.59,1.06,80,189,39.68253968,25,10,12.16931217,7.56,18.9,0.052910053,0.428571429,2.333333333
8c5d6de5fca9e769de9676c911d9e082ec1a9fb4,2,11,50,100,27.27,54.55,18.18,0,0,11,22,54.54545455,2,2,27.27272727,11,11,0.090909091,0.5,2
8968e2c95fd09b05d48b4b094529d54d06bf6da5,5,58,60,98.27586207,15.48,34.52,47.02,2.38,2.38,58,168,35.11904762,11,6,15.47619048,15.27272727,28,0.029761905,0.345238095,2.896551724
f8da0aad0792d4f2d30881abdbfd4029dc264842,6,40,83.33,100,16.46,54.43,27.85,2.53,0,40,79,54.43037975,12,8,16.4556962,6.583333333,9.875,0.075949367,0.506329114,1.975
52292d33bf302f4cc04f07ef928db72b2736c06d,11,106,81.82,94.58056604,32.87,45.83,19.91,1.85,0,106,216,47.22222222,53,13,32.87037037,4.075471698,16.61538462,0.050925926,0.490740741,2.037735849
2c93a0edb553ae495ba9ca047361240c278f6cf8,5,44,60,95.99636364,49.05,21.43,29.05,0,0,44,210,21.42857143,12,5,49.04761905,17.5,42,0.023809524,0.20952381,4.772727273
cf6788dceae33f7826997b7fa99b5189cff1aa4d,4,60,75,96.83333333,15.29,38.85,41.4,3.82,1.27,60,157,43.94904459,15,7,15.2866242,10.46666667,22.42857143,0.025477707,0.382165605,2.616666667
6ec34c1674a54a0b43f8bc4570e2188a4937da15,7,78,71.43,98.71794872,14.89,33.97,42.75,9.54,4.58,78,262,33.96946565,24,10,14.88549618,10.91666667,26.2,0.026717557,0.297709924,3.358974359
908365770c09838aa1bc1874bf3915779910e775,9,87,55.56,91.5516092,13.66,44.26,34.97,10.38,1.09,87,183,44.26229508,21,11,13.66120219,8.714285714,16.63636364,0.049180328,0.475409836,2.103448276
d4a5c57c98a9d8e16b1dd93042d22cc422772b0d,4,41,75,87.08097561,38.84,11.3,48.99,0.87,0,41,345,11.30434783,18,7,38.84057971,19.16666667,49.28571429,0.011594203,0.11884058,8.414634146
c195c2ea359350b81a96211ccb40d03fb0501e7d,4,12,0,72.84666667,15.38,11.54,61.54,1.92,9.62,12,52,11.53846154,4,4,15.38461538,13,13,0.076923077,0.230769231,4.333333333
77051baba74aab402905de65e8e0bf18e2907ca8,9,67,66.67,95.86149254,18.29,24.54,50.93,9.03,3.01,75,432,25.69444444,36,14,18.28703704,12,30.85714286,0.020833333,0.155092593,5.76
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,5,20,0,86.515,11.11,29.63,51.85,9.26,1.85,20,54,29.62962963,5,4,11.11111111,10.8,13.5,0.092592593,0.37037037,2.7
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,4,49,25,91.83673469,27.5,26,43,0.5,3.5,49,200,28.5,16,7,27.5,12.5,28.57142857,0.02,0.245,4.081632653
2290d198e0649ef4dcfb6cd22d36d87969fb7bfb,5,63,80,92.06349206,16.2,44.37,34.51,2.82,4.23,60,142,44.36619718,9,8,16.1971831,15.77777778,17.75,0.035211268,0.443661972,2.253968254
c0c13857d74703fa66da743d1d670bc2b9957f7b,10,100,90,98,13.86,28.64,49.77,5,4.09,100,440,31.81818182,32,12,13.86363636,13.75,36.66666667,0.022727273,0.227272727,4.4
89d4e10b3c250c027e108d10ebc00bda239e7e39,6,16,0,86.428125,7.69,35.9,51.28,5.13,10.26,16,39,35.8974359,12,7,7.692307692,3.25,5.571428571,0.153846154,0.41025641,2.4375
fcdf51cf37b314ebc57038046b859b3172117f4f,7,46,100,96.89434783,11.66,34.36,51.53,8.59,1.23,47,163,35.58282209,11,7,11.65644172,14.81818182,23.28571429,0.042944785,0.282208589,3.468085106
cdea6ad7a63edbcba925717a8c64328c255a0450,5,115,100,99.13043478,13.5,31.96,44.63,11.57,4.41,115,363,33.88429752,22,9,13.49862259,16.5,40.33333333,0.013774105,0.316804408,3.156521739
859c3b6fce7256abf5acfef957e6c04134c01e4b,6,64,66.67,100,13.18,52.71,31.78,0,2.33,65,129,55.03875969,14,10,13.17829457,9.214285714,12.9,0.046511628,0.496124031,1.984615385
911f5eafac3def56e71836d495b740cd059edbcf,11,111,81.82,93.24324324,16.13,38.71,40.14,6.45,2.51,111,279,40.86021505,27,12,16.12903226,10.33333333,23.25,0.039426523,0.397849462,2.513513514
f8526194e3d9450a847706ea1c474c9e1a65a3a4,12,81,75,97.2662963,29.14,52.32,18.54,0.66,0,81,151,52.31788079,12,7,29.13907285,12.58333333,21.57142857,0.079470199,0.536423841,1.864197531
69b200a293efc47d832e89333a4adff338261538,13,82,53.85,96.41256098,6.71,53.02,36.24,6.71,4.7,82,149,53.02013423,21,9,6.711409396,7.095238095,16.55555556,0.087248322,0.55033557,1.817073171
7953012ece7e7f5c184ec3ce99de925dc01c46ef,5,109,80,97.24770642,17.34,32.08,42.77,11.56,0.29,110,346,33.23699422,18,8,17.34104046,19.22222222,43.25,0.014450867,0.315028902,3.145454545
6475c391e6ec554f2bbe5a6460e5962a4af5ac65,1,30,0,77.98333333,17.65,33.82,30.88,19.12,7.35,30,68,35.29411765,5,3,17.64705882,13.6,22.66666667,0.014705882,0.441176471,2.266666667
85838695003ef753ce13327655b84defa54d6eae,7,114,71.43,92.01438596,19.62,23.62,52.19,8.76,4.19,130,525,24.95238095,44,13,19.61904762,11.93181818,40.38461538,0.013333333,0.217142857,4.007633588
d8cc02c7b6d2478b9f6d47664272c43801d6d9a9,5,58,100,97.5862069,17.68,31.31,46.97,1.01,4.55,58,198,32.82828283,16,7,17.67676768,12.375,28.28571429,0.025252525,0.292929293,3.413793103
665aee398dbb98e56d2f171ef0bee4f6fedeac43,5,84,80,97.61904762,18.37,46.94,27.55,8.67,2.55,87,196,48.46938776,17,7,18.36734694,11.52941176,28,0.025510204,0.428571429,2.252873563
bbf7f2c725fe4c3e0eb56d29707437d1603b1c56,7,20,100,100,3.17,34.92,53.97,7.94,0,20,63,34.92063492,8,4,3.174603175,7.875,15.75,0.111111111,0.317460317,3.15
e92f3d3e5a00b7767c239cac14b6d9fe92d5ef9b,5,65,60,98.53461538,18.88,33.16,44.9,0.51,4.59,65,196,35.71428571,10,7,18.87755102,19.6,28,0.025510204,0.331632653,3.015384615
8bf27a767fce0a5fb359059183d06e01d62dca8c,6,27,16.67,81.72814815,41.58,23.76,31.68,4.95,0,26,101,27.72277228,10,7,41.58415842,10.1,14.42857143,0.059405941,0.267326733,3.740740741
84b6b2d70924066c8345f2bc2281791ae3188da2,7,82,71.43,96.20585366,21.25,48.75,27.5,3.75,0,82,160,50,31,12,21.25,5.161290323,13.33333333,0.04375,0.5125,1.951219512
d3de05492e2353a5f3a80b5ea37a6de4651923fe,6,111,83.33,99.0990991,11.8,21.42,62.61,6.53,2,116,551,22.1415608,28,13,11.79673321,19.67857143,42.38461538,0.010889292,0.201451906,4.75
0fbb7000a8fd1f413cd7a06ec7baf2b1f6eb493a,5,35,20,87.11571429,30.88,20.59,43.38,7.35,0.74,35,136,21.32352941,10,6,30.88235294,13.6,22.66666667,0.036764706,0.257352941,3.885714286
081f6737145108d2cfb3e432f03d59670bae3ded,7,44,85.71,100,20.85,21.17,52.12,6.19,4.89,45,307,25.40716612,24,10,20.84690554,12.79166667,30.7,0.022801303,0.143322476,6.822222222
85bebedd9d4605ff6823f6f25c761e64a588bf22,7,44,85.71,98.60136364,14.73,35.66,38.76,8.53,3.88,45,129,37.20930233,16,9,14.72868217,8.0625,14.33333333,0.054263566,0.341085271,2.866666667
05ed34d40112c0d0c446cb9c00fa6e14851a7aa1,9,55,66.67,91.38745455,26.5,15.1,51,11.68,1.99,58,351,15.38461538,18,9,26.4957265,19.5,39,0.025641026,0.156695157,6.051724138
72ea15c6a9c0f4f176da99e9dfd445b347c2e219,18,113,66.67,96.10353982,26.06,19.42,47.53,7.67,4.09,114,587,22.14650767,51,17,26.06473595,11.50980392,34.52941176,0.030664395,0.192504259,5.149122807
c2ca84eba451533cc357b9c82cdc4c59227ee38d,6,23,16.67,94.41130435,12.5,33.93,50,0,5.36,23,56,39.28571429,6,5,12.5,9.333333333,11.2,0.107142857,0.410714286,2.434782609
b03084cbf44b7fc100db518a5ff7ef7e9924c260,6,101,83.33,98.30980198,10.48,45.24,36.19,10,3.33,101,210,51.42857143,37,13,10.47619048,5.675675676,16.15384615,0.028571429,0.480952381,2.079207921
76adaa79b0d19f7d32da3bf027c2b4fb995952ec,11,61,45.45,98.63754098,13.58,46.91,34.57,3.7,2.47,70,162,51.85185185,25,11,13.58024691,6.48,14.72727273,0.067901235,0.37654321,2.314285714
7b6c995004d7267af856efa19b12c7455bccdbd8,9,83,66.67,98.63445783,25.97,45.86,28.18,0,0,83,181,48.61878453,22,9,25.96685083,8.227272727,20.11111111,0.049723757,0.458563536,2.180722892
2fa311a94bc0da6d97955730d071ad6fcc770bfd,4,46,75,98.84043478,10.71,47.32,38.39,3.57,0,46,112,47.32142857,13,4,10.71428571,8.615384615,28,0.035714286,0.410714286,2.434782609
970dc7689a54be2108e10cf65af78d85288b64e9,19,114,78.95,97.44166667,17.32,46.75,32.47,5.19,1.3,114,231,46.75324675,21,12,17.31601732,11,19.25,0.082251082,0.493506494,2.026315789
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,3,21,0,93.33333333,24.42,22.09,50,0,3.49,21,86,24.41860465,6,4,24.41860465,14.33333333,21.5,0.034883721,0.244186047,4.095238095
f94ac320b67f53eb86a68cf30fcced221092e7fa,1,1,0,0,50,0,50,0,0,0,2,0,1,1,50,2,2,0.5,0.5,2
baa9b5294556d31b066df7e0dd8b1b0b1a8bb9f2,10,93,60,92.88827957,13.2,25,58.43,2.81,4.21,93,356,26.96629213,27,10,13.20224719,13.18518519,35.6,0.028089888,0.261235955,3.827956989
4e8a3d6c3bb0e0df7e39e93b9266737cda041fed,9,67,77.78,98.96761194,20.68,23.46,51.54,8.95,4.63,75,324,23.7654321,15,10,20.67901235,21.6,32.4,0.027777778,0.206790123,4.32
3a3cf426569ff3ed1638fefb8d0a7bca73e0bdb7,2,29,100,95.68965517,28.4,35.8,35.8,0,1.23,29,81,37.03703704,3,2,28.39506173,27,40.5,0.024691358,0.358024691,2.793103448
5ea5bb39e36dd3e81ece42b2d6e19d0ed5150740,5,30,20,70.81466667,25,21.15,52.88,0,0.96,36,104,22.11538462,11,6,25,9.454545455,17.33333333,0.048076923,0.288461538,2.888888889
917f1aba835e5d7e79fc124c1d7a3c8c2588cf8b,8,83,62.5,94.79915663,12.73,29.96,44.19,16.48,6.37,83,267,29.96254682,27,11,12.7340824,9.888888889,24.27272727,0.029962547,0.310861423,3.21686747
720ce5dcaede4e84cbbe7874961853e416f0d2a2,11,101,81.82,96.71841584,22.01,48.33,28.23,0.48,0.96,101,209,48.80382775,23,12,22.00956938,9.086956522,17.41666667,0.052631579,0.483253589,2.069306931
58ab0634383006fc63de206822832e26d4c06c3f,6,43,50,95.58139535,27.64,49.59,21.95,0.81,1.63,59,123,49.59349593,9,6,27.64227642,13.66666667,20.5,0.048780488,0.349593496,2.084745763
